,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN,HEIGHT,POSITION,HEIGHT_CM,POSITION_SIMPLE,Lv1,Lv2,Lv1_and_Lv2
285,1996-97,Marcus Camby,948,TOR,63,30.1,6-11,Center-Forward,210.8,F,True,True,True
286,1996-97,Mario Elie,53,HOU,78,34.5,6-5,Guard-Forward,195.6,G,True,True,True
287,1996-97,Mark Bradtke,1361,PHI,36,6.9,6-10,Center,208.3,C,False,False,False
288,1996-97,Mark Bryant,95,PHX,41,24.8,6-9,Forward,205.7,F,True,True,True
289,1996-97,Mark Davis,707,PHI,75,22.8,6-7,Guard-Forward,200.7,G,True,True,True
290,1996-97,Mark Hendrickson,971,PHI,29,10.3,6-9,Forward,205.7,F,False,False,False
291,1996-97,Mark Jackson,349,IND,82,37.2,6-3,Guard,190.5,G,True,True,True
292,1996-97,Mark Price,899,GSW,70,26.8,6-0,Guard,182.9,G,True,True,True
293,1996-97,Mark Strickland,1110,MIA,31,4.9,6-10,Forward,208.3,F,False,False,False
294,1996-97,Mark West,770,CLE,70,13.7,6-10,Center,208.3,C,True,False,False
295,1996-97,Martin Lewis,729,TOR,9,5.6,6-6,Forward,198.1,F,False,False,False
296,1996-97,Martin Muursepp,982,DAL,42,8.3,6-9,Forward,205.7,F,True,False,False
297,1996-97,Marty Conlon,55,BOS,74,21.8,6-10,Center,208.3,C,True,True,True
298,1996-97,Matt Bullard,672,HOU,71,14.4,6-10,Forward,208.3,F,True,False,False
299,1996-97,Matt Fish,900,MIA,6,1.3,6-11,Center,210.8,C,False,False,False
300,1996-97,Matt Geiger,761,CHH,49,21.3,,Center,,C,True,True,True
301,1996-97,Matt Maloney,1074,HOU,82,29.1,,Guard,,G,True,True,True
302,1996-97,Matt Steigenga,1099,CHI,2,5.9,6-7,Forward,200.7,F,False,False,False
303,1996-97,Melvin Booker,511,GSW,21,20.3,6-2,Guard,188.0,G,False,True,False
304,1996-97,Michael Cage,262,PHI,82,15.1,6-9,Center,205.7,C,True,False,False
305,1996-97,Michael Curry,688,DET,81,15.0,6-5,Forward-Guard,195.6,G,True,False,False
306,1996-97,Michael Finley,714,DAL,83,33.6,6-7,Guard-Forward,200.7,G,True,True,True
307,1996-97,Michael Hawkins,1138,BOS,29,11.2,,Guard,,G,False,False,False
308,1996-97,Michael Jordan,893,CHI,82,37.9,6-6,Guard,198.1,G,True,True,True
309,1996-97,Michael Smith,63,SAC,81,31.1,6-8,Forward,203.2,F,True,True,True
310,1996-97,Mike Brown,1479,PHX,6,13.6,6-10,Center-Forward,208.3,F,False,False,False
311,1996-97,Mitch Richmond,782,SAC,81,38.6,6-5,Guard,195.6,G,True,True,True
312,1996-97,Mitchell Butler,348,POR,49,9.4,6-5,Guard,195.6,G,True,False,False
313,1996-97,Monty Williams,42,SAS,65,20.7,6-8,Forward,203.2,F,True,True,True
314,1996-97,Moochie Norris,983,VAN,8,10.9,6-1,Guard,185.4,G,False,False,False
315,1996-97,Mookie Blaylock,302,ATL,78,39.2,,Guard,,G,True,True,True
316,1996-97,Muggsy Bogues,177,CHH,65,28.9,,Guard,,G,True,True,True
317,1996-97,Nate Driggers,1041,BOS,15,8.9,6-5,Guard-Forward,195.6,G,False,False,False
318,1996-97,Nate McMillan,203,SEA,37,21.7,6-5,Guard-Forward,195.6,G,False,True,False
319,1996-97,Nick Anderson,98,ORL,63,34.4,6-6,Forward-Guard,198.1,G,True,True,True
320,1996-97,Nick Van Exel,89,LAL,79,37.3,6-1,Guard,185.4,G,True,True,True
321,1996-97,Olden Polynice,178,SAC,82,35.2,6-10,Center-Forward,208.3,F,True,True,True
322,1996-97,Oliver Miller,932,TOR,61,18.9,6-9,Center,205.7,C,True,False,False
323,1996-97,Othella Harrington,970,HOU,57,15.1,6-9,Forward-Center,205.7,F,True,False,False
324,1996-97,Otis Thorpe,901,DET,79,33.7,6-10,Center-Forward,208.3,F,True,True,True
325,1996-97,P.J. Brown,136,MIA,80,32.4,6-11,Forward-Center,210.8,F,True,True,True
326,1996-97,Patrick Ewing,121,NYK,78,37.0,7-0,Center,213.4,C,True,True,True
327,1996-97,Pervis Ellison,442,BOS,6,20.7,,Center,,C,False,True,False
328,1996-97,Pete Chilcutt,432,VAN,54,12.3,6-10,Forward,208.3,F,True,False,False
329,1996-97,Pooh Richardson,71,LAC,59,18.1,6-1,Guard,185.4,G,True,False,False
330,1996-97,Popeye Jones,461,TOR,79,30.7,6-8,Forward,203.2,F,True,True,True
331,1996-97,Priest Lauderdale,968,ATL,35,5.1,7-4,Center,223.5,C,False,False,False
332,1996-97,Rafael Addison,912,CHH,41,8.6,6-8,Forward,203.2,F,True,False,False
333,1996-97,Randolph Childress,719,DET,23,6.6,6-2,Guard,188.0,G,False,False,False
334,1996-97,Randy Brown,753,CHI,72,14.7,6-2,Guard,188.0,G,True,False,False
335,1996-97,Randy Livingston,988,HOU,64,15.3,6-4,Guard,193.0,G,True,False,False
336,1996-97,Rasheed Wallace,739,POR,62,30.6,6-11,Forward-Center,210.8,F,True,True,True
337,1996-97,Ray Allen,951,MIL,82,31.0,6-5,Guard,195.6,G,True,True,True
338,1996-97,Ray Owes,1077,GSW,57,10.4,6-9,Forward,205.7,F,True,False,False
339,1996-97,Reggie Geary,1002,CLE,39,6.2,6-2,Guard,188.0,G,False,False,False
340,1996-97,Reggie Jordan,674,MIN,19,6.8,6-4,Guard,193.0,G,False,False,False
341,1996-97,Reggie Miller,397,IND,81,36.6,6-7,Guard,200.7,G,True,True,True
342,1996-97,Reggie Slater,1073,TOR,26,15.6,6-7,Forward,200.7,F,False,False,False
343,1996-97,Reggie Williams,199,NJN,13,15.3,,,,,False,False,False
344,1996-97,Rex Chapman,364,PHX,65,28.3,6-4,Guard,193.0,G,True,True,True
345,1996-97,Rex Walters,777,PHI,59,17.7,6-4,Guard,193.0,G,True,False,False
346,1996-97,Richard Manning,316,LAC,26,7.7,6-11,Center,210.8,C,False,False,False
347,1996-97,Rick Fox,296,BOS,76,34.8,6-7,Forward,200.7,F,True,True,True
348,1996-97,Rick Mahorn,328,DET,22,9.9,6-10,Forward,208.3,F,False,False,False
349,1996-97,Ricky Pierce,894,CHH,60,20.9,6-4,Guard,193.0,G,True,True,True
350,1996-97,Rik Smits,22,IND,52,29.2,7-4,Center,223.5,C,True,True,True
351,1996-97,Robert Horry,109,LAL,54,25.8,6-10,Forward-Center,208.3,F,True,True,True
352,1996-97,Robert Pack,123,DAL,54,33.0,6-2,Guard,188.0,G,True,True,True
353,1996-97,Robert Parish,305,CHI,43,9.5,7-1,Center,215.9,C,True,False,False
354,1996-97,Robert Werdann,438,NJN,6,5.1,6-11,Center,210.8,C,False,False,False
355,1996-97,Rod Strickland,393,WAS,82,36.6,6-3,Guard,190.5,G,True,True,True
356,1996-97,Rodney Rogers,915,LAC,81,30.5,6-7,Forward,200.7,F,True,True,True
357,1996-97,Ron Harper,166,CHI,76,22.9,6-6,Guard,198.1,G,True,True,True
358,1996-97,Rony Seikaly,938,ORL,74,35.3,6-11,Center,210.8,C,True,True,True
359,1996-97,Roy Rogers,964,VAN,82,22.6,6-10,Forward,208.3,F,True,True,True
360,1996-97,Ruben Nembhard,1129,POR,10,11.4,6-3,Guard,190.5,G,False,False,False
361,1996-97,Rumeal Robinson,716,POR,54,9.3,6-2,Guard,188.0,G,True,False,False
362,1996-97,Sam Cassell,208,NJN,61,28.1,6-3,Guard,190.5,G,True,True,True
363,1996-97,Sam Mack,694,HOU,52,17.4,,Guard,,G,True,False,False
364,1996-97,Sam Mitchell,417,MIN,82,25.0,6-7,Forward,200.7,F,True,True,True
365,1996-97,Sam Perkins,64,SEA,81,24.4,6-9,Center-Forward,205.7,F,True,True,True
366,1996-97,Samaki Walker,955,DAL,43,14.0,6-9,Forward,205.7,F,True,False,False
367,1996-97,Sarunas Marciulionis,36,DEN,17,15.1,6-5,Guard,195.6,G,False,False,False
368,1996-97,Sasha Danilovic,390,DAL,56,31.9,6-6,Guard,198.1,G,True,True,True
369,1996-97,Scott Brooks,418,NYK,38,6.5,5-11,Guard,180.3,G,False,False,False
370,1996-97,Scott Burrell,197,GSW,57,16.5,6-7,Guard,200.7,G,True,False,False
371,1996-97,Scott Williams,281,PHI,62,21.3,6-10,Forward-Center,208.3,F,True,True,True
372,1996-97,Scottie Pippen,937,CHI,82,37.7,6-8,Forward-Guard,203.2,G,True,True,True
373,1996-97,Sean Elliott,251,SAS,39,35.7,6-8,Forward,203.2,F,False,True,False
374,1996-97,Sean Rooks,399,LAL,69,10.7,6-10,Center,208.3,C,True,False,False
375,1996-97,Sedale Threatt,9,HOU,21,16.0,6-2,Guard,188.0,G,False,False,False
376,1996-97,Shandon Anderson,1000,UTA,65,16.4,6-6,Guard-Forward,198.1,G,True,False,False
377,1996-97,Shane Heal,1049,MIN,43,5.3,6-0,Guard,182.9,G,True,False,False
378,1996-97,Shaquille O'Neal,406,LAL,51,38.1,7-1,Center,215.9,C,True,True,True
379,1996-97,Shareef Abdur-Rahim,949,VAN,80,35.0,6-9,Forward,205.7,F,True,True,True
380,1996-97,Sharone Wright,412,TOR,60,16.8,6-11,Center,210.8,C,True,False,False
381,1996-97,Shawn Bradley,762,DAL,73,31.4,7-6,Center,228.6,C,True,True,True
382,1996-97,Shawn Kemp,431,SEA,81,34.0,6-10,Forward,208.3,F,True,True,True
383,1996-97,Shawn Respert,704,TOR,41,12.1,6-1,Guard,185.4,G,True,False,False
384,1996-97,Shawnelle Scott,1035,CLE,16,3.0,,Center,,C,False,False,False
385,1996-97,Sherman Douglas,428,MIL,79,29.3,,Guard,,G,True,True,True
386,1996-97,Stacey Augmon,278,POR,60,15.7,6-8,Forward-Guard,203.2,G,True,False,False
387,1996-97,Stacey King,351,DAL,11,9.3,6-11,Forward-Center,210.8,F,False,False,False
388,1996-97,Stanley Roberts,914,LAC,18,21.0,7-0,Center,213.4,C,False,True,False
389,1996-97,Stephen Howard,1128,UTA,49,8.5,6-9,Forward,205.7,F,True,False,False
390,1996-97,Stephon Marbury,950,MIN,67,34.7,6-2,Guard,188.0,G,True,True,True
391,1996-97,Steve Hamer,984,BOS,35,7.6,7-0,Center,213.4,C,False,False,False
392,1996-97,Steve Kerr,70,CHI,82,22.7,6-1,Guard,185.4,G,True,True,True
393,1996-97,Steve Nash,959,PHX,65,10.5,6-3,Guard,190.5,G,True,False,False
394,1996-97,Steve Scheffler,88,SEA,7,3.9,6-9,Forward,205.7,F,False,False,False
395,1996-97,Steven Smith,120,ATL,72,39.2,6-8,Guard-Forward,203.2,G,True,True,True
396,1996-97,Stevin Smith,1478,DAL,8,7.6,6-2,Guard,188.0,G,False,False,False
397,1996-97,Stojko Vrankovic,1037,MIN,53,14.5,7-2,Center,218.4,C,True,False,False
398,1996-97,Terrell Brandon,210,CLE,78,36.8,5-11,Guard,180.3,G,True,True,True
399,1996-97,Terry Cummings,187,SEA,45,18.3,6-9,Forward,205.7,F,True,False,False
400,1996-97,Terry Dehere,143,LAC,73,14.4,6-4,Guard,193.0,G,True,False,False
401,1996-97,Terry Mills,371,DET,79,25.3,,Forward,,F,True,True,True
402,1996-97,Terry Porter,345,MIN,82,19.2,6-3,Guard,190.5,G,True,False,False
403,1996-97,Theo Ratliff,689,DET,76,17.0,6-10,Center,208.3,C,True,False,False
404,1996-97,Tim Hardaway,896,MIA,81,38.8,6-0,Guard,182.9,G,True,True,True
405,1996-97,Tim Kempton,1118,SAS,10,5.9,6-10,Center,208.3,C,False,False,False
406,1996-97,Tim Legler,100,WAS,15,12.2,6-4,Guard,193.0,G,False,False,False
407,1996-97,Todd Day,103,BOS,81,28.2,,,,,True,True,True
408,1996-97,Todd Fuller,957,GSW,75,12.6,,Center,,C,True,False,False
409,1996-97,Tom Chambers,1472,CHH,12,6.8,6-10,Forward,208.3,F,False,False,False
410,1996-97,Tom Gugliotta,339,MIN,81,38.7,6-10,Forward,208.3,F,True,True,True
411,1996-97,Tom Hammonds,67,DEN,81,21.7,,Forward,,F,True,True,True
412,1996-97,Toni Kukoc,389,CHI,57,28.3,6-11,Forward,210.8,F,True,True,True
413,1996-97,Tony Delk,960,CHH,61,14.2,6-2,Guard,188.0,G,True,False,False
414,1996-97,Tony Dumas,434,PHX,24,11.6,6-6,Guard,198.1,G,False,False,False
415,1996-97,Tony Massenburg,763,NJN,79,24.7,6-9,Forward-Center,205.7,F,True,True,True
416,1996-97,Tony Smith,380,CHH,69,18.7,,Guard,,G,True,False,False
417,1996-97,Tracy Moore,929,HOU,27,8.8,6-4,Guard,193.0,G,False,False,False
418,1996-97,Tracy Murray,145,WAS,82,22.2,6-7,Forward,200.7,F,True,True,True
419,1996-97,Travis Best,696,IND,76,27.2,5-11,Guard,180.3,G,True,True,True
420,1996-97,Travis Knight,969,LAL,71,16.3,7-0,Center,213.4,C,True,False,False
421,1996-97,Tyrone Corbin,895,ATL,70,33.0,,Forward,,F,True,True,True
422,1996-97,Tyrone Hill,238,CLE,74,34.9,6-9,Forward,205.7,F,True,True,True
423,1996-97,Tyus Edney,721,SAC,70,19.7,5-10,Guard,177.8,G,True,False,False
424,1996-97,Vernon Maxwell,137,SAS,72,28.8,6-4,Guard,193.0,G,True,True,True
425,1996-97,Vin Baker,452,MIL,78,40.5,6-11,Forward,210.8,F,True,True,True
426,1996-97,Vincent Askew,355,DEN,43,19.5,6-6,Guard,198.1,G,True,False,False
427,1996-97,Vinny Del Negro,219,SAS,72,31.2,,Guard,,G,True,True,True
428,1996-97,Vitaly Potapenko,958,CLE,80,15.5,6-10,Center-Forward,208.3,F,True,False,False
429,1996-97,Vlade Divac,124,CHH,81,35.1,7-1,Center,215.9,C,True,True,True
430,1996-97,Voshon Lenard,702,MIA,73,28.9,6-4,Guard,193.0,G,True,True,True
431,1996-97,Walt Williams,1005,TOR,73,36.3,6-8,Forward-Guard,203.2,G,True,True,True
432,1996-97,Walter McCarty,962,NYK,35,5.4,6-10,Forward,208.3,F,False,False,False
433,1996-97,Wayman Tisdale,47,PHX,53,14.7,6-9,Forward,205.7,F,True,False,False
434,1996-97,Wesley Person,445,PHX,80,29.1,6-6,Guard-Forward,198.1,G,True,True,True
435,1996-97,Will Perdue,781,SAS,65,29.5,7-0,Center,213.4,C,True,True,True
436,1996-97,Willie Anderson,335,MIA,28,10.7,6-8,Guard-Forward,203.2,G,False,False,False
437,1996-97,Willie Burton,416,ATL,24,15.9,6-8,Forward,203.2,F,False,False,False
438,1996-97,Xavier McDaniel,1365,NJN,62,18.9,6-7,Forward,200.7,F,True,False,False
439,1996-97,Yinka Dare,212,NJN,41,7.7,7-0,Center,213.4,C,True,False,False
440,1996-97,Zan Tabak,440,TOR,13,16.7,7-0,Center,213.4,C,False,False,False
441,1997-98,A.C. Green,920,DAL,82,32.3,6-9,Forward,205.7,F,True,True,True
442,1997-98,Aaron McKie,243,PHI,81,22.4,6-5,Guard,195.6,G,True,True,True
443,1997-98,Aaron Williams,1425,SEA,65,11.6,6-9,Center-Forward,205.7,F,True,False,False
444,1997-98,Adam Keefe,228,UTA,80,25.6,6-9,Forward,205.7,F,True,True,True
445,1997-98,Adonal Foyle,1502,GSW,55,12.0,6-10,Center,208.3,C,True,False,False
446,1997-98,Adrian Caldwell,154,DAL,1,2.7,6-8,Forward,203.2,F,False,False,False
447,1997-98,Alan Henderson,673,ATL,69,29.1,6-9,Forward-Center,205.7,F,True,True,True
448,1997-98,Allan Houston,275,NYK,82,34.7,6-6,Guard,198.1,G,True,True,True
449,1997-98,Allen Iverson,947,PHI,80,39.4,6-0,Guard,182.9,G,True,True,True
450,1997-98,Alonzo Mourning,297,MIA,58,33.4,6-10,Center,208.3,C,True,True,True
451,1997-98,Alton Lister,175,POR,7,6.2,7-0,Center-Forward,213.4,F,False,False,False
452,1997-98,Alvin Williams,1541,TOR,54,19.8,6-5,Guard,195.6,G,True,False,False
453,1997-98,Andrew DeClercq,692,BOS,81,18.8,6-10,Center,208.3,C,True,False,False
454,1997-98,Andrew Lang,457,MIL,57,12.1,6-11,Center,210.8,C,True,False,False
455,1997-98,Anfernee Hardaway,358,ORL,19,32.9,6-7,Forward,200.7,F,False,True,False
456,1997-98,Anthony Bowie,194,NYK,27,8.2,6-6,Guard,198.1,G,False,False,False
457,1997-98,Anthony Goldwire,924,DEN,82,26.9,6-2,Guard,188.0,G,True,True,True
458,1997-98,Anthony Johnson,1533,SAC,77,29.4,6-3,Guard,190.5,G,True,True,True
459,1997-98,Anthony Mason,193,CHH,81,38.9,6-8,Forward,203.2,F,True,True,True
460,1997-98,Anthony Miller,292,ATL,37,6.2,6-9,Forward,205.7,F,False,False,False
461,1997-98,Anthony Parker,1515,PHI,37,5.3,6-6,Guard,198.1,G,False,False,False
462,1997-98,Anthony Peeler,324,MIN,38,31.4,6-4,Guard,193.0,G,False,True,False
463,1997-98,Antoine Carr,156,UTA,66,16.4,6-9,Forward,205.7,F,True,False,False
464,1997-98,Antoine Walker,952,BOS,82,39.9,6-9,Forward,205.7,F,True,True,True
465,1997-98,Antonio Daniels,1498,VAN,74,26.4,6-4,Guard,193.0,G,True,True,True
466,1997-98,Antonio Davis,213,IND,82,26.8,6-9,Forward-Center,205.7,F,True,True,True
467,1997-98,Antonio Lang,226,MIA,6,5.0,6-8,Forward,203.2,F,False,False,False
468,1997-98,Antonio McDyess,686,PHX,81,30.0,6-9,Forward-Center,205.7,F,True,True,True
469,1997-98,Armen Gilliam,288,MIL,82,25.8,6-9,Forward,205.7,F,True,True,True
470,1997-98,Arvydas Sabonis,717,POR,73,31.9,7-3,Center,221.0,C,True,True,True
471,1997-98,Austin Croshere,1506,IND,26,9.4,6-10,Forward,208.3,F,False,False,False
472,1997-98,Avery Johnson,422,SAS,75,35.6,5-11,Guard,180.3,G,True,True,True
473,1997-98,B.J. Armstrong,769,CHH,66,12.6,6-2,Guard,188.0,G,True,False,False
474,1997-98,Ben Davis,989,NYK,7,1.7,6-9,Forward,205.7,F,False,False,False
475,1997-98,Ben Wallace,1112,WAS,67,16.8,6-9,Forward-Center,205.7,F,True,False,False
476,1997-98,Benoit Benjamin,104,PHI,14,14.3,7-0,Center,213.4,C,False,False,False
477,1997-98,Bill Curley,223,MIN,11,13.3,,Forward,,F,False,False,False
478,1997-98,Bill Wennington,82,CHI,48,9.7,7-0,Center,213.4,C,True,False,False
479,1997-98,Billy Owens,182,SAC,78,30.1,6-9,Forward-Guard,205.7,G,True,True,True
480,1997-98,Bimbo Coles,902,GSW,53,27.7,6-2,Guard,188.0,G,True,True,True
481,1997-98,Bison Dele,183,DET,78,33.6,6-11,Center-Forward,210.8,F,True,True,True
482,1997-98,Blue Edwards,898,VAN,81,24.3,6-4,Forward,193.0,F,True,True,True
483,1997-98,Bo Outlaw,448,ORL,82,36.0,6-8,Forward,203.2,F,True,True,True
484,1997-98,Bob McCann,737,TOR,1,5.1,6-6,Forward,198.1,F,False,False,False
485,1997-98,Bob Sura,682,CLE,46,20.5,6-5,Guard,195.6,G,True,True,True
486,1997-98,Bobby Hurley,310,VAN,61,14.3,6-0,Guard,182.9,G,True,False,False
487,1997-98,Bobby Jackson,1517,DEN,68,30.1,6-1,Guard,185.4,G,True,True,True
488,1997-98,Bobby Phills,184,CHH,62,30.5,6-5,Guard,195.6,G,True,True,True
489,1997-98,Brad Lohaus,38,SAS,9,11.3,6-11,Forward-Center,210.8,F,False,False,False
490,1997-98,Brandon Williams,1585,GSW,9,15.5,6-6,Forward,198.1,F,False,False,False
491,1997-98,Brent Barry,699,MIA,58,27.6,6-7,Guard,200.7,G,True,True,True
492,1997-98,Brent Price,85,HOU,72,18.5,6-1,Guard,185.4,G,True,False,False
493,1997-98,Brevin Knight,1510,CLE,80,31.1,5-10,Guard,177.8,G,True,True,True
494,1997-98,Brian Evans,967,NJN,72,12.4,6-8,Forward,203.2,F,True,False,False
495,1997-98,Brian Grant,258,POR,61,31.5,6-9,Forward-Center,205.7,F,True,True,True
496,1997-98,Brian Oliver,1680,ATL,5,12.2,6-4,Guard,193.0,G,False,False,False
497,1997-98,Brian Shaw,216,PHI,59,25.9,6-6,Guard,198.1,G,True,True,True
498,1997-98,Brooks Thompson,240,NYK,30,5.6,6-4,Guard,193.0,G,False,False,False
499,1997-98,Bruce Bowen,1477,BOS,61,21.4,6-7,Forward,200.7,F,True,True,True
500,1997-98,Bryant Reeves,735,VAN,74,34.1,7-0,Center,213.4,C,True,True,True
501,1997-98,Bryant Stith,179,DEN,31,23.2,6-5,Guard,195.6,G,False,True,False
502,1997-98,Bryon Russell,935,UTA,82,27.1,6-7,Guard-Forward,200.7,G,True,True,True
503,1997-98,Bubba Wells,1528,DAL,39,10.0,6-5,Forward,195.6,F,False,False,False
504,1997-98,Buck Williams,433,NYK,41,18.0,6-8,Forward,203.2,F,True,False,False
505,1997-98,Calbert Cheaney,384,WAS,82,34.6,6-7,Guard-Forward,200.7,G,True,True,True
506,1997-98,Carl Herrera,61,SAS,58,8.9,,,,,True,False,False
507,1997-98,Carl Thomas,1063,CLE,43,9.8,6-4,Guard,193.0,G,True,False,False
508,1997-98,Carlos Rogers,435,POR,21,17.9,6-11,Forward-Center,210.8,F,False,False,False
509,1997-98,Cedric Ceballos,76,DAL,47,21.1,6-7,Forward,200.7,F,True,True,True
510,1997-98,Cedric Henderson,1538,CLE,82,30.8,6-7,Forward,200.7,F,True,True,True
511,1997-98,Charles Barkley,787,HOU,68,33.0,6-6,Forward,198.1,F,True,True,True
512,1997-98,Charles Jones,279,HOU,24,5.2,6-9,Forward-Center,205.7,F,False,False,False
513,1997-98,Charles O'Bannon,1525,DET,30,7.8,6-5,Guard,195.6,G,False,False,False
514,1997-98,Charles Oakley,891,NYK,79,34.6,6-9,Forward,205.7,F,True,True,True
515,1997-98,Charles Smith,1520,LAC,34,8.6,6-4,Guard,193.0,G,False,False,False
516,1997-98,Charlie Ward,369,NYK,82,28.3,6-2,Guard,188.0,G,True,True,True
517,1997-98,Chauncey Billups,1497,TOR,80,27.7,6-3,Guard,190.5,G,True,True,True
518,1997-98,Cherokee Parks,685,MIN,79,21.5,6-11,Forward-Center,210.8,F,True,True,True
519,1997-98,Chris Anstey,1512,DAL,41,16.6,7-0,Center,213.4,C,True,False,False
520,1997-98,Chris Carr,713,MIN,51,22.9,6-6,Guard,198.1,G,True,True,True
521,1997-98,Chris Childs,164,NYK,68,23.6,6-3,Guard,190.5,G,True,True,True
522,1997-98,Chris Crawford,1544,ATL,40,6.4,6-9,Forward,205.7,F,False,False,False
523,1997-98,Chris Dudley,201,NYK,51,16.8,6-11,Center,210.8,C,True,False,False
524,1997-98,Chris Garner,1612,TOR,38,7.6,5-10,Guard,177.8,G,False,False,False
525,1997-98,Chris Gatling,423,NJN,57,23.8,,Forward,,F,True,True,True
526,1997-98,Chris Mills,168,NYK,80,27.3,6-7,Forward,200.7,F,True,True,True
527,1997-98,Chris Morris,356,UTA,54,10.0,6-8,Forward,203.2,F,True,False,False
528,1997-98,Chris Mullin,904,IND,82,26.6,,Forward,,F,True,True,True
529,1997-98,Chris Robinson,997,SAC,35,11.9,6-5,Guard,195.6,G,False,False,False
530,1997-98,Chris Webber,185,WAS,71,39.6,6-10,Forward-Center,208.3,F,True,True,True
531,1997-98,Chris Whitney,43,WAS,82,13.1,6-0,Guard,182.9,G,True,False,False
532,1997-98,Christian Laettner,363,ATL,74,30.9,6-11,Forward-Center,210.8,F,True,True,True
533,1997-98,Chuck Person,456,SAS,61,23.8,6-8,Forward,203.2,F,True,True,True
534,1997-98,Chucky Brown,359,ATL,77,15.7,6-8,Forward,203.2,F,True,False,False
535,1997-98,Clar. Weatherspoon,221,GSW,79,29.4,6-7,Forward,200.7,F,True,True,True
536,1997-98,Clifford Robinson,361,PHX,80,29.5,6-10,Forward-Center,208.3,F,True,True,True
537,1997-98,Clifford Rozier,32,MIN,6,4.9,6-11,Center,210.8,C,False,False,False
538,1997-98,Clyde Drexler,17,HOU,70,35.3,6-7,Guard,200.7,G,True,True,True
539,1997-98,Corey Beck,1133,CHH,59,12.5,6-3,Guard,190.5,G,True,False,False
540,1997-98,Corie Blount,916,LAL,70,14.7,6-10,Forward-Center,208.3,F,True,False,False
541,1997-98,Corliss Williamson,722,SAC,79,35.6,6-7,Forward,200.7,F,True,True,True
542,1997-98,Cory Alexander,724,DEN,60,21.6,6-1,Guard,185.4,G,True,True,True
543,1997-98,Dale Davis,905,IND,78,27.8,6-11,Center-Forward,210.8,F,True,True,True
544,1997-98,Dale Ellis,107,SEA,79,24.6,6-7,Guard,200.7,G,True,True,True
545,1997-98,Damon Stoudamire,757,POR,71,40.0,5-10,Guard,177.8,G,True,True,True
546,1997-98,Dan Majerle,105,MIA,72,26.8,6-6,Guard-Forward,198.1,G,True,True,True
547,1997-98,Dan Schayes,7,ORL,74,17.2,6-11,Center,210.8,C,True,False,False
548,1997-98,Dana Barros,344,BOS,80,21.1,5-11,Guard,180.3,G,True,True,True
549,1997-98,Danny Ferry,198,CLE,69,15.0,6-10,Forward,208.3,F,True,False,False
550,1997-98,Danny Fortson,1504,DEN,80,22.7,6-8,Center-Forward,203.2,F,True,True,True
551,1997-98,Danny Manning,330,PHX,70,25.7,6-10,Forward-Center,208.3,F,True,True,True
552,1997-98,Darrell Armstrong,353,ORL,48,25.7,6-1,Guard,185.4,G,True,True,True
553,1997-98,Darrick Martin,239,LAC,82,28.0,5-11,Guard,180.3,G,True,True,True
554,1997-98,Darvin Ham,1032,WAS,71,8.9,6-7,Forward-Guard,200.7,G,True,False,False
555,1997-98,David Benoit,128,ORL,77,14.6,6-8,Forward,203.2,F,True,False,False
556,1997-98,David Robinson,764,SAS,73,33.7,7-1,Center,215.9,C,True,True,True
557,1997-98,David Vaughn,710,NJN,40,12.2,6-9,Forward,205.7,F,False,False,False
558,1997-98,David Wesley,133,CHH,81,35.1,6-1,Guard,185.4,G,True,True,True
559,1997-98,David Wingate,766,SEA,58,9.4,6-5,Guard-Forward,195.6,G,True,False,False
560,1997-98,DeJuan Wheat,1545,MIN,34,4.3,6-0,Guard,182.9,G,False,False,False
561,1997-98,Dean Garrett,1051,DEN,82,32.1,6-11,Center,210.8,C,True,True,True
562,1997-98,Dee Brown,244,TOR,72,23.9,,Guard,,G,True,True,True
563,1997-98,Dell Curry,209,CHH,52,18.7,6-5,Guard-Forward,195.6,G,True,False,False
564,1997-98,Dennis Rodman,23,CHI,80,35.7,6-7,Forward,200.7,F,True,True,True
565,1997-98,Dennis Scott,192,PHX,81,28.2,6-8,Forward,203.2,F,True,True,True
566,1997-98,Derek Anderson,1507,CLE,66,27.8,6-5,Guard,195.6,G,True,True,True
567,1997-98,Derek Fisher,965,LAL,82,21.5,6-1,Guard,185.4,G,True,True,True
568,1997-98,Derek Grimm,1575,SAC,9,3.7,6-9,Forward,205.7,F,False,False,False
569,1997-98,Derek Harper,157,ORL,66,26.7,6-4,Guard,193.0,G,True,True,True
570,1997-98,Derek Strong,400,ORL,58,28.3,6-9,Forward,205.7,F,True,True,True
571,1997-98,Derrick Coleman,934,PHI,59,36.2,6-10,Forward,208.3,F,True,True,True
572,1997-98,Derrick McKey,365,IND,57,23.1,6-10,Forward,208.3,F,True,True,True
573,1997-98,Detlef Schrempf,96,SEA,78,35.2,6-10,Forward,208.3,F,True,True,True
574,1997-98,Dickey Simpkins,54,CHI,40,10.8,,Forward,,F,False,False,False
575,1997-98,Dikembe Mutombo,87,ATL,82,35.5,7-2,Center,218.4,C,True,True,True
576,1997-98,Don MacLean,931,NJN,9,4.8,,Forward,,F,False,False,False
577,1997-98,Don Reid,690,DET,68,14.6,6-8,Forward,203.2,F,True,False,False
578,1997-98,Donald Royal,140,CHH,31,10.4,6-8,Forward,203.2,F,False,False,False
