,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN
7821,2013-14,Jamal Crawford,2037,LAC,69,30.4
7822,2013-14,Jameer Nelson,2749,ORL,68,32.0
7823,2013-14,James Anderson,202341,PHI,80,28.9
7824,2013-14,James Harden,201935,HOU,73,38.0
7825,2013-14,James Johnson,201949,MEM,52,18.4
7826,2013-14,James Jones,2592,MIA,20,11.8
7827,2013-14,James Nunnally,203263,PHI,13,12.7
7828,2013-14,James Southerland,203480,NOP,4,7.5
7829,2013-14,Jan Vesely,202686,DEN,54,14.4
7830,2013-14,Jannero Pargo,2457,CHA,29,8.3
7831,2013-14,Jared Cunningham,203099,SAC,13,6.2
7832,2013-14,Jared Dudley,201162,LAC,74,23.4
7833,2013-14,Jared Sullinger,203096,BOS,74,27.6
7834,2013-14,Jarrett Jack,101127,CLE,80,28.2
7835,2013-14,Jarvis Varnado,202363,PHI,24,14.1
7836,2013-14,Jason Collins,2215,BKN,22,7.8
7837,2013-14,Jason Maxiell,101131,ORL,34,14.4
7838,2013-14,Jason Smith,201160,NOP,31,26.8
7839,2013-14,Jason Terry,1891,BKN,35,16.3
7840,2013-14,Jason Thompson,201574,SAC,82,24.5
7841,2013-14,Jeff Adrien,202399,MIL,53,18.1
7842,2013-14,Jeff Ayres,201965,SAS,73,13.0
7843,2013-14,Jeff Green,201145,BOS,82,34.2
7844,2013-14,Jeff Teague,201952,ATL,79,32.2
7845,2013-14,Jeff Withey,203481,NOP,58,11.8
7846,2013-14,Jeffery Taylor,203106,CHA,26,24.2
7847,2013-14,Jeremy Evans,202379,UTA,66,18.3
7848,2013-14,Jeremy Lamb,203087,OKC,78,19.7
7849,2013-14,Jeremy Lin,202391,HOU,71,28.9
7850,2013-14,Jeremy Tyler,202719,NYK,41,9.7
7851,2013-14,Jermaine O'Neal,979,GSW,44,20.1
7852,2013-14,Jerryd Bayless,201573,BOS,72,23.4
7853,2013-14,Jimmer Fredette,202690,CHI,49,10.6
7854,2013-14,Jimmy Butler III,202710,CHI,67,38.7
7855,2013-14,Joakim Noah,201149,CHI,80,35.2
7856,2013-14,Jodie Meeks,201975,LAL,77,33.2
7857,2013-14,Joe Johnson,2207,BKN,79,32.6
7858,2013-14,Joel Anthony,201202,BOS,33,5.6
7859,2013-14,Joel Freeland,200777,POR,52,14.0
7860,2013-14,John Henson,203089,MIL,70,26.5
7861,2013-14,John Jenkins,203098,ATL,13,12.1
7862,2013-14,John Lucas III,101249,UTA,42,14.1
7863,2013-14,John Salmons,2422,TOR,78,22.1
7864,2013-14,John Wall,202322,WAS,82,36.3
7865,2013-14,Jon Leuer,202720,MEM,49,13.1
7866,2013-14,Jonas Jerebko,201973,DET,64,11.6
7867,2013-14,Jonas Valančiūnas,202685,TOR,81,28.2
7868,2013-14,Jordan Crawford,202348,GSW,81,23.0
7869,2013-14,Jordan Farmar,200770,LAL,41,22.3
7870,2013-14,Jordan Hamilton,202706,HOU,60,17.0
7871,2013-14,Jordan Hill,201941,LAL,72,20.8
7872,2013-14,Jorge Gutierrez,203268,BKN,15,16.3
7873,2013-14,Jose Calderon,101181,DAL,81,30.5
7874,2013-14,Josh Childress,2735,NOP,4,6.0
7875,2013-14,Josh Harrellson,202725,DET,32,9.9
7876,2013-14,Josh McRoberts,201177,CHA,78,30.3
7877,2013-14,Josh Powell,2694,HOU,1,19.4
7878,2013-14,Josh Smith,2746,DET,77,35.5
7879,2013-14,Jrue Holiday,201950,NOP,34,33.6
7880,2013-14,Julyan Stone,202933,TOR,21,5.7
7881,2013-14,Justin Hamilton,203120,MIA,8,9.0
7882,2013-14,Kawhi Leonard,202695,SAS,66,29.1
7883,2013-14,Keith Bogans,2586,BOS,6,9.2
7884,2013-14,Kelly Olynyk,203482,BOS,70,20.0
7885,2013-14,Kemba Walker,202689,CHA,73,35.8
7886,2013-14,Kendall Marshall,203088,LAL,54,29.0
7887,2013-14,Kendrick Perkins,2570,OKC,62,19.5
7888,2013-14,Kenneth Faried,202702,DEN,80,27.2
7889,2013-14,Kent Bazemore,203145,LAL,67,13.6
7890,2013-14,Kentavious Caldwell-Pope,203484,DET,80,19.8
7891,2013-14,Kenyon Martin,2030,NYK,32,19.8
7892,2013-14,Kevin Durant,201142,OKC,81,38.5
7893,2013-14,Kevin Garnett,708,BKN,54,20.5
7894,2013-14,Kevin Love,201567,MIN,77,36.3
7895,2013-14,Kevin Martin,2755,MIN,68,32.0
7896,2013-14,Kevin Seraphin,202338,WAS,53,10.9
7897,2013-14,Khris Middleton,203114,MIL,82,30.0
7898,2013-14,Kirk Hinrich,2550,CHI,73,29.0
7899,2013-14,Klay Thompson,202691,GSW,81,35.4
7900,2013-14,Kobe Bryant,977,LAL,6,29.5
7901,2013-14,Kosta Koufos,201585,MEM,80,16.9
7902,2013-14,Kris Humphries,2743,BOS,69,19.9
7903,2013-14,Kyle Korver,2594,ATL,71,33.9
7904,2013-14,Kyle Lowry,200768,TOR,79,36.2
7905,2013-14,Kyle O'Quinn,203124,ORL,69,17.2
7906,2013-14,Kyle Singler,202713,DET,82,28.5
7907,2013-14,Kyrie Irving,202681,CLE,71,35.2
7908,2013-14,LaMarcus Aldridge,200746,POR,69,36.2
7909,2013-14,Lance Stephenson,202362,IND,78,35.3
7910,2013-14,Lance Thomas,202498,NOP,5,8.4
7911,2013-14,Landry Fields,202361,TOR,30,10.7
7912,2013-14,Larry Sanders,202336,MIL,23,25.4
7913,2013-14,Lavoy Allen,202730,IND,65,16.5
7914,2013-14,LeBron James,2544,MIA,77,37.7
7915,2013-14,Leandro Barbosa,2571,PHX,20,18.4
7916,2013-14,Lorenzo Brown,203485,PHI,26,8.6
7917,2013-14,Lou Amundson,200811,CHI,19,9.7
7918,2013-14,Lou Williams,101150,ATL,60,24.1
7919,2013-14,Luc Mbah a Moute,201601,MIN,64,15.7
7920,2013-14,Luis Scola,2449,IND,82,17.1
7921,2013-14,Luke Babbitt,202337,NOP,27,17.5
7922,2013-14,Luke Ridnour,2557,CHA,61,18.7
7923,2013-14,Luol Deng,2736,CLE,63,35.1
7924,2013-14,Maalik Wayns,203146,LAC,2,4.7
7925,2013-14,Malcolm Thomas,202952,UTA,8,7.8
7926,2013-14,Manny Harris,202412,LAL,9,20.0
7927,2013-14,Manu Ginobili,1938,SAS,68,22.8
7928,2013-14,MarShon Brooks,202705,LAL,35,9.0
7929,2013-14,Marc Gasol,201188,MEM,59,33.4
7930,2013-14,Marcin Gortat,101162,WAS,81,32.8
7931,2013-14,Marco Belinelli,201158,SAS,80,25.2
7932,2013-14,Marcus Morris Sr.,202694,PHX,82,21.9
7933,2013-14,Marcus Thornton,201977,BKN,72,24.2
7934,2013-14,Mario Chalmers,201596,MIA,73,29.8
7935,2013-14,Markieff Morris,202693,PHX,81,26.6
7936,2013-14,Marquis Teague,203104,BKN,40,11.1
7937,2013-14,Marreese Speights,201578,GSW,79,12.4
7938,2013-14,Martell Webster,101110,WAS,78,27.7
7939,2013-14,Marvin Williams,101107,UTA,66,25.4
7940,2013-14,Mason Plumlee,203486,BKN,70,18.2
7941,2013-14,Matt Barnes,2440,LAC,63,27.5
7942,2013-14,Matt Bonner,2588,SAS,61,11.3
7943,2013-14,Matthew Dellavedova,203521,CLE,72,17.7
7944,2013-14,Maurice Harkless,203090,ORL,80,24.4
7945,2013-14,Melvin Ely,2408,NOP,2,13.6
7946,2013-14,Metta World Peace,1897,NYK,29,13.4
7947,2013-14,Meyers Leonard,203086,POR,40,8.9
7948,2013-14,Michael Beasley,201563,MIA,55,15.1
7949,2013-14,Michael Carter-Williams,203487,PHI,70,34.5
7950,2013-14,Michael Kidd-Gilchrist,203077,CHA,62,24.2
7951,2013-14,Mike Conley,201144,MEM,73,33.5
7952,2013-14,Mike Dunleavy,2399,CHI,82,31.5
7953,2013-14,Mike Harris,200839,UTA,20,11.2
7954,2013-14,Mike James,2229,CHI,11,7.0
7955,2013-14,Mike Miller,2034,MEM,82,20.8
7956,2013-14,Mike Muscala,203488,ATL,20,10.7
7957,2013-14,Mike Scott,203118,ATL,80,18.5
7958,2013-14,Miles Plumlee,203101,PHX,80,24.5
7959,2013-14,Miroslav Raduljica,203545,MIL,48,9.7
7960,2013-14,Mirza Teletovic,203141,BKN,72,19.4
7961,2013-14,Mo Williams,2590,POR,74,24.8
7962,2013-14,Monta Ellis,101145,DAL,82,36.9
7963,2013-14,Mustafa Shakur,201203,OKC,3,3.8
7964,2013-14,Nando De Colo,201986,TOR,47,10.5
7965,2013-14,Nate Robinson,101126,DEN,44,19.7
7966,2013-14,Nate Wolters,203489,MIL,58,22.6
7967,2013-14,Nazr Mohammed,1737,CHI,80,7.0
7968,2013-14,Nemanja Nedovic,203517,GSW,24,5.9
7969,2013-14,Nene,2403,WAS,53,29.4
7970,2013-14,Nick Calathes,201979,MEM,71,16.5
7971,2013-14,Nick Collison,2555,OKC,81,16.7
7972,2013-14,Nick Young,201156,LAL,64,28.3
7973,2013-14,Nicolas Batum,201587,POR,82,36.0
7974,2013-14,Nikola Pekovic,201593,MIN,54,30.8
7975,2013-14,Nikola Vučević,202696,ORL,57,31.8
7976,2013-14,Norris Cole,202708,MIA,82,24.6
7977,2013-14,O.J. Mayo,201564,MIL,52,25.9
7978,2013-14,Ognjen Kuzmic,203136,GSW,21,4.4
7979,2013-14,Omer Asik,201600,HOU,48,20.2
7980,2013-14,Omri Casspi,201956,HOU,71,18.1
7981,2013-14,Orlando Johnson,203111,SAC,45,8.7
7982,2013-14,Othyus Jeffers,201785,MIN,6,7.8
7983,2013-14,Otto Porter Jr.,203490,WAS,37,8.6
7984,2013-14,P.J. Tucker,200782,PHX,81,30.7
7985,2013-14,Pablo Prigioni,203143,NYK,66,19.4
7986,2013-14,Patrick Beverley,201976,HOU,56,31.3
7987,2013-14,Patrick Patterson,202335,TOR,65,23.6
7988,2013-14,Patty Mills,201988,SAS,81,18.9
7989,2013-14,Pau Gasol,2200,LAL,60,31.4
7990,2013-14,Paul George,202331,IND,80,36.2
7991,2013-14,Paul Millsap,200794,ATL,74,33.5
7992,2013-14,Paul Pierce,1718,BKN,75,28.0
7993,2013-14,Pero Antic,203544,ATL,50,18.5
7994,2013-14,Perry Jones III,203103,OKC,62,12.3
7995,2013-14,Peyton Siva,203491,DET,24,9.3
7996,2013-14,Phil Pressey,203515,BOS,75,15.1
7997,2013-14,Quincy Acy,203112,SAC,63,13.5
7998,2013-14,Quincy Miller,203113,DEN,52,15.2
7999,2013-14,Quincy Pondexter,202347,MEM,15,18.0
8000,2013-14,Rajon Rondo,200765,BOS,30,33.3
8001,2013-14,Ramon Sessions,201196,MIL,83,26.7
8002,2013-14,Randy Foye,200751,DEN,81,30.7
8003,2013-14,Rashard Lewis,1740,MIA,60,16.2
8004,2013-14,Rasual Butler,2446,IND,50,7.6
8005,2013-14,Ray Allen,951,MIA,73,26.5
8006,2013-14,Ray McCallum,203492,SAC,45,19.9
8007,2013-14,Raymond Felton,101109,NYK,65,31.0
8008,2013-14,Reggie Bullock Jr.,203493,LAC,43,9.2
8009,2013-14,Reggie Evans,2501,SAC,54,16.6
8010,2013-14,Reggie Jackson,202704,OKC,80,28.5
8011,2013-14,Reggie Williams,202130,OKC,3,5.6
8012,2013-14,Richard Jefferson,2210,UTA,82,27.0
8013,2013-14,Ricky Ledo,203495,DAL,11,3.0
8014,2013-14,Ricky Rubio,201937,MIN,82,32.2
8015,2013-14,Robbie Hummel,203133,MIN,53,12.4
8016,2013-14,Robert Covington,203496,HOU,7,4.8
8017,2013-14,Robert Sacre,203135,LAL,65,16.8
8018,2013-14,Robin Lopez,201577,POR,82,31.8
8019,2013-14,Rodney Stuckey,201155,DET,73,26.7
8020,2013-14,Roger Mason Jr.,2427,MIA,25,10.4
8021,2013-14,Ronnie Brewer,200758,CHI,24,6.7
8022,2013-14,Ronnie Price,101179,ORL,31,12.2
8023,2013-14,Ronny Turiaf,101142,MIN,31,19.5
8024,2013-14,Roy Hibbert,201579,IND,81,29.7
8025,2013-14,Royal Ivey,2767,OKC,2,2.4
8026,2013-14,Royce White,203091,SAC,3,3.0
8027,2013-14,Rudy Gay,200752,SAC,73,34.7
8028,2013-14,Rudy Gobert,203497,UTA,45,9.6
8029,2013-14,Russell Westbrook,201566,OKC,46,30.7
8030,2013-14,Ryan Anderson,201583,NOP,22,36.1
8031,2013-14,Ryan Gomes,101155,OKC,5,6.9
8032,2013-14,Ryan Hollins,200797,LAC,61,7.9
8033,2013-14,Ryan Kelly,203527,LAL,59,22.2
8034,2013-14,Samuel Dalembert,2223,DAL,80,20.2
8035,2013-14,Sasha Vujacic,2756,LAC,2,5.2
8036,2013-14,Scotty Hopson,203816,CLE,2,3.4
8037,2013-14,Serge Ibaka,201586,OKC,81,32.9
8038,2013-14,Sergey Karasev,203508,CLE,22,7.1
8039,2013-14,Seth Curry,203552,CLE,2,6.5
8040,2013-14,Shabazz Muhammad,203498,MIN,37,7.8
8041,2013-14,Shane Battier,2203,MIA,73,20.1
8042,2013-14,Shane Edwards,202197,CLE,2,5.9
8043,2013-14,Shane Larkin,203499,DAL,48,10.2
8044,2013-14,Shannon Brown,200769,NYK,29,8.7
8045,2013-14,Shaun Livingston,2733,BKN,76,26.0
8046,2013-14,Shavlik Randolph,101183,PHX,14,6.8
8047,2013-14,Shawn Marion,1890,DAL,76,31.7
8048,2013-14,Shawne Williams,200761,LAL,36,20.9
8049,2013-14,Shelvin Mack,202714,ATL,73,20.4
8050,2013-14,Solomon Hill,203524,IND,28,8.1
8051,2013-14,Solomon Jones,200780,ORL,11,7.7
8052,2013-14,Spencer Hawes,201150,CLE,80,30.9
8053,2013-14,Stephen Curry,201939,GSW,78,36.5
8054,2013-14,Stephen Jackson,1536,LAC,9,11.9
8055,2013-14,Steve Blake,2581,GSW,55,27.2
8056,2013-14,Steve Nash,959,LAL,15,20.8
8057,2013-14,Steve Novak,200779,TOR,54,10.0
8058,2013-14,Steven Adams,203500,OKC,81,14.8
8059,2013-14,Taj Gibson,201959,CHI,82,28.7
8060,2013-14,Tayshaun Prince,2419,MEM,76,25.6
8061,2013-14,Terrence Jones,203093,HOU,76,27.3
8062,2013-14,Terrence Ross,203082,TOR,81,26.7
8063,2013-14,Thabo Sefolosha,200757,OKC,61,26.0
8064,2013-14,Thaddeus Young,201152,PHI,79,34.4
8065,2013-14,Thomas Robinson,203080,POR,70,12.5
8066,2013-14,Tiago Splitter,201168,SAS,59,21.5
8067,2013-14,Tim Duncan,1495,SAS,74,29.2
8068,2013-14,Tim Hardaway Jr.,203501,NYK,81,23.2
8069,2013-14,Timofey Mozgov,202389,DEN,82,21.6
8070,2013-14,Tobias Harris,202699,ORL,61,30.3
8071,2013-14,Toney Douglas,201962,MIA,51,13.2
8072,2013-14,Tony Allen,2754,MEM,55,23.2
8073,2013-14,Tony Mitchell,203183,MIL,3,3.3
8074,2013-14,Tony Mitchell,203502,DET,21,3.8
8075,2013-14,Tony Parker,2225,SAS,68,29.4
8076,2013-14,Tony Snell,203503,CHI,77,16.0
8077,2013-14,Tony Wroten,203100,PHI,72,24.5
8078,2013-14,Tornike Shengelia,203129,CHI,26,6.0
8079,2013-14,Toure' Murry,203315,NYK,51,7.3
8080,2013-14,Travis Outlaw,2566,SAC,63,16.9
8081,2013-14,Trevor Ariza,2772,WAS,77,35.4
8082,2013-14,Trevor Booker,202344,WAS,72,21.6
8083,2013-14,Trey Burke,203504,UTA,70,32.3
8084,2013-14,Tristan Thompson,202684,CLE,82,31.6
8085,2013-14,Troy Daniels,203584,HOU,5,15.0
8086,2013-14,Ty Lawson,201951,DEN,62,35.8
8087,2013-14,Tyler Hansbrough,201946,TOR,64,15.3
8088,2013-14,Tyler Zeller,203092,CLE,70,15.0
8089,2013-14,Tyreke Evans,201936,NOP,72,28.2
8090,2013-14,Tyshawn Taylor,203116,BKN,23,11.7
8091,2013-14,Tyson Chandler,2199,NYK,55,30.2
8092,2013-14,Udonis Haslem,2617,MIA,46,14.2
8093,2013-14,Vander Blue,203505,BOS,3,4.9
8094,2013-14,Viacheslav Kravtsov,203139,PHX,20,3.0
8095,2013-14,Victor Claver,201964,POR,21,8.7
8096,2013-14,Victor Oladipo,203506,ORL,80,31.1
8097,2013-14,Vince Carter,1713,DAL,81,24.4
8098,2013-14,Vitor Faverani,203543,BOS,37,13.2
8099,2013-14,Wayne Ellington,201961,DAL,45,8.7
8100,2013-14,Wesley Johnson,202325,LAL,79,28.4
8101,2013-14,Wesley Matthews,202083,POR,82,33.9
8102,2013-14,Will Barton,203115,POR,41,9.4
8103,2013-14,Will Bynum,101198,DET,56,18.8
8104,2013-14,Willie Green,2584,LAC,55,15.8
8105,2013-14,Wilson Chandler,201163,DEN,62,31.1
8106,2013-14,Xavier Henry,202333,LAL,43,21.1
8107,2013-14,Zach Randolph,2216,MEM,79,34.2
8108,2013-14,Zaza Pachulia,2585,MIL,53,25.0
8109,2014-15,AJ Price,201985,CLE,26,12.4
8110,2014-15,Aaron Brooks,201166,CHI,82,23.0
8111,2014-15,Aaron Gordon,203932,ORL,47,17.0
8112,2014-15,Adreian Payne,203940,MIN,32,23.1
8113,2014-15,Al Horford,201143,ATL,76,30.5
8114,2014-15,Al Jefferson,2744,CHA,65,30.6
8115,2014-15,Al-Farouq Aminu,202329,DAL,74,18.5
8116,2014-15,Alan Anderson,101187,BKN,74,23.6
8117,2014-15,Alec Burks,202692,UTA,27,33.3
8118,2014-15,Alex Kirk,203945,CLE,5,2.8
8119,2014-15,Alex Len,203458,PHX,69,22.0
8120,2014-15,Alexey Shved,203144,NYK,42,18.3
8121,2014-15,Alexis Ajinca,201582,NOP,68,14.1
8122,2014-15,Allen Crabbe,203459,POR,51,13.4
8123,2014-15,Alonzo Gee,202087,POR,54,12.2
8124,2014-15,Amar'e Stoudemire,2405,DAL,59,21.1
8125,2014-15,Amir Johnson,101161,TOR,75,26.4
8126,2014-15,Anderson Varejao,2760,CLE,26,24.4
8127,2014-15,Andre Dawkins,203958,MIA,4,5.4
8128,2014-15,Andre Drummond,203083,DET,82,30.5
8129,2014-15,Andre Iguodala,2738,GSW,77,26.9
8130,2014-15,Andre Miller,1889,SAC,81,15.5
8131,2014-15,Andre Roberson,203460,OKC,67,19.2
8132,2014-15,Andrea Bargnani,200745,NYK,29,27.1
8133,2014-15,Andrei Kirilenko,1905,BKN,7,5.2
8134,2014-15,Andrew Bogut,101106,GSW,67,23.6
8135,2014-15,Andrew Nicholson,203094,ORL,40,12.3
8136,2014-15,Andrew Wiggins,203952,MIN,82,36.2
8137,2014-15,Anthony Bennett,203461,MIN,57,15.7
8138,2014-15,Anthony Davis,203076,NOP,68,36.1
8139,2014-15,Anthony Morrow,201627,OKC,74,24.4
8140,2014-15,Anthony Tolliver,201229,DET,76,18.9
8141,2014-15,Archie Goodwin,203462,PHX,41,13.0
8142,2014-15,Arinze Onuaku,202620,MIN,6,11.4
8143,2014-15,Aron Baynes,203382,SAS,70,16.0
8144,2014-15,Arron Afflalo,201167,POR,78,32.1
8145,2014-15,Austin Daye,201948,ATL,34,10.1
8146,2014-15,Austin Rivers,203085,LAC,76,20.6
8147,2014-15,Avery Bradley,202340,BOS,77,31.5
8148,2014-15,Ben Gordon,2732,ORL,56,14.1
8149,2014-15,Ben McLemore,203463,SAC,82,32.6
8150,2014-15,Beno Udrih,2757,MEM,79,18.9
8151,2014-15,Bernard James,203108,DAL,16,9.9
8152,2014-15,Bismack Biyombo,202687,CHA,64,19.4
8153,2014-15,Blake Griffin,201933,LAC,67,35.2
8154,2014-15,Bojan Bogdanović,202711,BKN,78,23.8
8155,2014-15,Boris Diaw,2564,SAS,81,24.5
8156,2014-15,Bradley Beal,203078,WAS,63,33.5
8157,2014-15,Brandan Wright,201148,PHX,75,19.3
8158,2014-15,Brandon Bass,101138,BOS,82,23.5
8159,2014-15,Brandon Davies,203561,PHI,27,15.7
8160,2014-15,Brandon Jennings,201943,DET,41,28.6
8161,2014-15,Brandon Knight,202688,PHX,63,32.3
8162,2014-15,Brandon Rush,201575,GSW,33,8.2
8163,2014-15,Brendan Haywood,2217,CLE,22,5.4
8164,2014-15,Brian Roberts,203148,CHA,72,18.5
8165,2014-15,Brook Lopez,201572,BKN,72,29.2
8166,2014-15,Bruno Caboclo,203998,TOR,8,2.9
8167,2014-15,Bryce Cotton,203955,UTA,15,10.6
8168,2014-15,C.J. Watson,201228,IND,57,24.9
8169,2014-15,C.J. Wilcox,203912,LAC,21,4.8
8170,2014-15,CJ McCollum,203468,POR,62,15.7
8171,2014-15,CJ Miles,101139,IND,70,26.3
8172,2014-15,Cameron Bairstow,203946,CHI,18,3.5
8173,2014-15,Carl Landry,201171,SAC,70,17.0
8174,2014-15,Carlos Boozer,2430,LAL,71,23.8
8175,2014-15,Carmelo Anthony,2546,NYK,40,35.7
8176,2014-15,Caron Butler,2406,DET,78,20.8
8177,2014-15,Cartier Martin,201858,DET,23,8.6
8178,2014-15,Chandler Parsons,202718,DAL,66,33.1
8179,2014-15,Channing Frye,101112,ORL,75,24.9
8180,2014-15,Charlie Villanueva,101111,DAL,64,10.6
8181,2014-15,Chase Budinger,201978,MIN,67,19.2
8182,2014-15,Chris Andersen,2365,MIA,60,18.9
8183,2014-15,Chris Bosh,2547,MIA,44,35.4
8184,2014-15,Chris Copeland,203142,IND,50,16.5
8185,2014-15,Chris Douglas-Roberts,201604,LAC,12,8.5
8186,2014-15,Chris Johnson,203187,UTA,29,18.2
8187,2014-15,Chris Kaman,2549,POR,74,18.9
8188,2014-15,Chris Paul,101108,LAC,82,34.8
8189,2014-15,Chuck Hayes,101236,TOR,29,8.8
8190,2014-15,Cleanthony Early,203921,NYK,39,16.6
8191,2014-15,Clint Capela,203991,HOU,12,7.5
8192,2014-15,Cody Zeller,203469,CHA,62,24.0
8193,2014-15,Cole Aldrich,202332,NYK,61,16.0
8194,2014-15,Corey Brewer,201147,HOU,80,26.1
8195,2014-15,Cory Jefferson,203928,BKN,50,10.6
8196,2014-15,Cory Joseph,202709,SAS,79,18.3
8197,2014-15,Courtney Lee,201584,MEM,77,30.6
8198,2014-15,D.J. Augustin,201571,OKC,82,23.9
8199,2014-15,Dahntay Jones,2563,LAC,33,3.7
8200,2014-15,Damian Lillard,203081,POR,82,35.7
8201,2014-15,Damjan Rudez,204014,IND,68,15.4
8202,2014-15,Danilo Gallinari,201568,DEN,59,24.2
8203,2014-15,Danny Granger,101122,PHX,30,20.4
8204,2014-15,Danny Green,201980,SAS,81,28.5
8205,2014-15,Dante Cunningham,201967,NOP,66,25.0
8206,2014-15,Danté Exum,203957,UTA,82,22.2
8207,2014-15,Darius Miller,203121,NOP,5,8.7
8208,2014-15,Darius Morris,202721,BKN,38,7.9
8209,2014-15,Darrell Arthur,201589,DEN,58,17.0
8210,2014-15,Darren Collison,201954,SAC,45,34.8
8211,2014-15,David Lee,101135,GSW,49,18.5
8212,2014-15,David Stockton,204065,SAC,3,11.0
8213,2014-15,David Wear,204033,SAC,2,3.5
8214,2014-15,David West,2561,IND,66,28.7
8215,2014-15,DeAndre Jordan,201599,LAC,82,34.4
8216,2014-15,DeJuan Blair,201971,WAS,29,6.2
8217,2014-15,DeMar DeRozan,201942,TOR,60,35.0
8218,2014-15,DeMarcus Cousins,202326,SAC,59,34.1
8219,2014-15,DeMarre Carroll,201960,ATL,70,31.3
8220,2014-15,Dennis Schröder,203471,ATL,77,19.7
8221,2014-15,Deron Williams,101114,BKN,68,31.1
8222,2014-15,Derrick Favors,202324,UTA,74,30.8
8223,2014-15,Derrick Rose,201565,CHI,51,30.0
8224,2014-15,Derrick Williams,202682,SAC,74,19.8
8225,2014-15,Devin Harris,2734,DAL,76,22.2
8226,2014-15,Devyn Marble,203906,ORL,16,13.0
8227,2014-15,Dewayne Dedmon,203473,ORL,59,14.3
8228,2014-15,Dion Waiters,203079,OKC,80,27.6
8229,2014-15,Dirk Nowitzki,1717,DAL,77,29.6
8230,2014-15,Donald Sloan,202388,IND,53,20.9
8231,2014-15,Donatas Motiejunas,202700,HOU,71,28.7
8232,2014-15,Dorell Wright,2748,POR,48,12.3
8233,2014-15,Doug McDermott,203926,CHI,36,8.9
8234,2014-15,Draymond Green,203110,GSW,79,31.5
8235,2014-15,Drew Gooden,2400,WAS,51,16.9
8236,2014-15,Drew Gordon,204079,PHI,9,7.9
8237,2014-15,Dwight Buycks,202779,LAL,6,20.5
8238,2014-15,Dwight Howard,2730,HOU,41,29.8
8239,2014-15,Dwight Powell,203939,DAL,29,8.2
8240,2014-15,Dwyane Wade,2548,MIA,62,31.8
8241,2014-15,E'Twaun Moore,202734,CHI,56,9.0
8242,2014-15,Earl Barron,2853,PHX,16,8.9
8243,2014-15,Earl Clark,201947,BKN,10,9.3
8244,2014-15,Ed Davis,202334,LAL,79,23.3
8245,2014-15,Ekpe Udoh,202327,LAC,33,3.9
8246,2014-15,Elfrid Payton,203901,ORL,82,30.3
8247,2014-15,Elijah Millsap,202407,UTA,47,19.7
8248,2014-15,Elliot Williams,202343,PHI,13,9.1
8249,2014-15,Elton Brand,1882,ATL,36,13.5
8250,2014-15,Enes Freedom,202683,OKC,75,28.5
8251,2014-15,Eric Bledsoe,202339,PHX,81,34.6
8252,2014-15,Eric Gordon,201569,NOP,61,33.1
8253,2014-15,Eric Moreland,203961,SAC,3,0.7
8254,2014-15,Erick Green,203475,DEN,43,9.5
8255,2014-15,Ersan Ilyasova,101141,MIL,58,22.7
8256,2014-15,Evan Fournier,203095,ORL,58,28.6
8257,2014-15,Evan Turner,202323,BOS,82,27.6
8258,2014-15,Festus Ezeli,203105,GSW,46,10.9
8259,2014-15,Francisco Garcia,101128,HOU,14,14.3
8260,2014-15,Furkan Aldemir,203128,PHI,41,13.2
8261,2014-15,Gal Mekel,203539,DAL,4,10.9
8262,2014-15,Garrett Temple,202066,WAS,52,14.1
8263,2014-15,Gary Harris,203914,DEN,55,13.1
8264,2014-15,Gary Neal,202390,MIN,54,22.1
8265,2014-15,George Hill,201588,IND,43,29.5
8266,2014-15,Gerald Green,101123,PHX,74,19.5
8267,2014-15,Gerald Henderson,201945,CHA,80,28.9
8268,2014-15,Gerald Wallace,2222,BOS,32,8.9
8269,2014-15,Giannis Antetokounmpo,203507,MIL,81,31.4
8270,2014-15,Gigi Datome,203540,BOS,21,10.0
8271,2014-15,Glen Davis,201175,LAC,74,12.2
8272,2014-15,Glen Rice,203318,WAS,5,8.5
8273,2014-15,Glenn Robinson III,203922,PHI,35,7.5
8274,2014-15,Goran Dragic,201609,MIA,78,33.8
8275,2014-15,Gordon Hayward,202330,UTA,76,34.4
8276,2014-15,Gorgui Dieng,203476,MIN,73,30.0
8277,2014-15,Grant Jerrett,203511,UTA,8,6.4
8278,2014-15,Greg Monroe,202328,DET,69,31.0
8279,2014-15,Greg Smith,202962,DAL,42,8.6
8280,2014-15,Greg Stiemsma,201880,TOR,17,3.9
8281,2014-15,Greivis Vasquez,202349,TOR,82,24.3
8282,2014-15,Harrison Barnes,203084,GSW,82,28.3
8283,2014-15,Hassan Whiteside,202355,MIA,48,23.8
8284,2014-15,Hedo Turkoglu,2045,LAC,62,11.4
8285,2014-15,Henry Sims,203156,PHI,73,19.2
8286,2014-15,Henry Walker,201611,MIA,24,26.1
8287,2014-15,Hollis Thompson,203138,PHI,71,25.0
8288,2014-15,Ian Clark,203546,DEN,30,6.4
8289,2014-15,Ian Mahinmi,101133,IND,61,18.8
8290,2014-15,Iman Shumpert,202697,CLE,62,24.9
8291,2014-15,Isaiah Canaan,203477,PHI,47,20.0
8292,2014-15,Isaiah Thomas,202738,BOS,67,25.8
8293,2014-15,Ish Smith,202397,PHI,55,15.1
8294,2014-15,J.J. Barea,200826,DAL,77,17.7
